Geoid20,Adjacent_Geoids
370999402002056,"370999402002055, 370999402002054, 370999402002036, 370999402002038, 370999505003006, 370999402002058, 370999402002057"
370610908042050,"370610908042009, 370610908042049, 370610908042048, 370610908042024, 370610908042011, 370610908042010"
370650210002019,"370650210002017, 370650210002042, 370650210002018, 370650210002039, 370650210003029, 370650210002020, 370650210002050"
371139705022037,"371139705022045, 371139705022046, 371139705022047, 371139705022039, 371139705022038, 371139705022032"
371139701001084,"371139701001118, 371139701001117, 371139701001099, 371139701001116, 371139701001115, 371139701001100, 371139701001085, 371139701001105, 371139701001094, 371139701001112, 371139701001083, 371139701001086, 371139701001004"
371399601001008,"371399601001017, 371399601001014, 371399601001018, 371399601001010, 371399601001003"
371139705012013,"371139705012043, 371139705012044, 371139705012011, 371139705012004"
371139703031009,"371139703021001, 371139703031010, 371139703021000, 371139703031011, 371139702001084, 371139703031003, 371139703031008, 371139702001024, 371139703031001"
370899305013014,"370899305011005, 370899305013018, 370899305013019, 370899305013016, 370899305013017, 370899305013034, 370899305013015, 370899305013036, 370899305013035, 370899305013031, 370899305011000, 370899305013030, 370899305013013, 370899305013006, 370899306001023, 370899306001013, 370899306001012"
370999509001014,"370999509001012, 370999507002122, 370999507002120, 370999507002121"
371399604001023,"371399604001035, 371399604005019, 371399604001025, 371399604001026, 371399604001020, 371399604001022, 371399604005007"
371139706004095,"371139706004094, 371139706004120, 371139706004096, 371139706004078, 371139706004080, 371139706004081"
370999503001005,"370999503001002, 370999503001004, 370999503001006, 370999503001003, 370999503001021"
371190062181016,"371190062181015, 371190062181013"
370999506005063,"370999506005065, 370999506005062, 370999506005064, 370999506005060, 370999506005058, 370999506005059"
370999502001052,"370999502001049, 370999502001051"
371459205003012,"371459205003013, 371459205003021, 371459205003011, 371459205003014, 371459205003007, 371459205003006"
371190062231006,"371190062231007, 371190062231000, 371190062231059, 371190062231005, 371190062141000"
371690707021019,"371690707021027, 371690707021020, 371690707021014, 371690707021016, 371690707021010, 371690707021018"
370999503004036,"370999505003000, 370999503004035, 370999503004038, 370999503004037, 370999503004016, 370999402002036, 370999503004000"
370999509001036,"370999509001026, 370999509001032, 370999509001037"
371639704012011,"371639704012009, 371639704012012, 371639704012007"
370999506003005,"370999506003008, 370999506003000, 370999504001060, 370999504001044, 370999506003007, 370999504001053, 370999506003006"
370999506005047,"370999508002001, 370999506005060, 370999506005050, 370999508002000, 370999506005079, 370999506005051, 370999506005078, 370999506005046, 370999506005048, 370999506005034, 370999506005032, 370999506005033"
370319708063058,"370319708063073, 370319708063086, 370319708063055"
370999503003046,"370999504003024, 370999504003023, 370999504003016, 370999503003047, 370999503003045, 370999503003039, 370999503003038, 370999503003040"
370999507002126,"370999509001008, 370999509001007, 370999509001006, 370999509001005, 370999507002123, 370999509001012, 370999507002137"
370999508002008,"370999508002003, 370999508002017, 370999506005073, 370999508002002, 370999508002018, 370999508002019, 370999506005072, 370999508002009, 370999506005066, 370999508002007, 370999506005067, 370999506005061, 370999508002001, 370999506005060"
370999506001016,"370999506001029, 370999506001027, 370999506001019, 370999506001026, 370999506001017, 370999506001015, 370999506001021, 370999506001018, 370999506001005"
370999506005049,"370999506005052, 370999506005048, 370999506005053, 370999506005074, 370999506005032, 370999506005037, 370999506005039"
370999402001030,"370999402004032, 370999402001013, 370999402001011, 370999402004028, 370999402001029, 370999402001031, 370999402004029, 370999402004030, 370999402004022, 370999402001007, 370999402001035, 370999402001034, 370999402001032"
371190058342003,"371190058342011, 371190058342006, 371190058342009, 371190058342004, 371190058342002, 371190058342010, 371190058342000"
370999504002003,"370999504002008, 370999504002019, 370999504002009, 370999504001030, 370999504001038, 370999504002006, 370999504001058, 370999504003000, 370999504002005, 370999504001048, 370999504002004, 370999504001029, 370999504001037, 370999503001020, 370999504002000, 370999504002002, 370999504002001"
370999508001014,"370999508001039, 370999508001012, 370999508001016"
370999508001049,"370999508001048, 370999508001076, 370999508001047, 370999508001060"
371619610021020,"371619610021023, 371619610021018, 371619610021021, 371619610021019, 371619610021013"
370999402002032,"370999402002036, 370999402004050, 370999402002031"
370999509002077,"371139705021094, 370999509002078, 371139705021095, 370999509002055, 370999509002048"
370650215003008,"371950012003000, 370650215003014, 371950012001011, 371950012001000, 370650215003007"
371830536181030,"371830536172003, 371830536172002, 371830536172000, 371830536181031, 371830536181027, 371830536181028"
371330012011003,"371330012011006, 371330012011007, 371330012011008, 371330012011005, 371330012011009, 371330012011004, 371330012011002"
371330002072019,"371330002072036, 371330002072018, 371330002072029, 371330002072011, 371330002072030, 371330002072050, 371330002072020, 371330002072031"
370190204093008,"370190204093013, 370190204093015, 370190204093017, 370190204093016, 370190204093004"
370999509002065,"370999509002084, 370999509002050, 370999509002007, 370999509002064, 370999509002075, 370999509002066, 370999509002067, 370999509002076, 370999509002019, 370999509002068, 370999509002069, 370999509002030"
370999503002044,"370999503001001, 370999503001016, 370999503002045, 370999503002046, 370999503002043, 370999503001017, 370999503002011, 370999503002055, 370999503002013, 370999503002005"
370999505001049,"370999505001052, 370999505001061, 370999505001043"
371290103004005,"371290103004009, 371290103004008, 371290103004006, 371290103004004, 371290115042047, 371299801001015, 371290115042045"
370999505003056,"370999505003059, 370999505001000, 370999505003058, 370999505001002, 370999505001003, 370999505003057, 370999505003053"
370999402002030,"370999402004050, 370999402002035, 370999402002031, 370999402002034, 370999402002029"
370999503004021,"370999503004039, 370999503004040, 370999503004078, 370999503004019, 370999503004018"
370999507002088,"370999508001044, 370999507002087, 370999508001029"
370799502001014,"370799502001013, 370799502001015"
370999504003030,"370999504003041, 370999504003042, 370999504003040, 370999504003031, 370999504003029, 370999504003024"
371190029091006,"371190029091007, 371190029091005, 371190029052004, 371190029091004, 371190029091003, 371190029052002"
370999506005079,"370999506005051, 370999506005078, 370999506005047, 370999506005048"
370999506003022,"370999506003001, 370999506003002, 370999506003000"
370999505001034,"370999505001050, 370999505002038, 370999505001042, 370999505002037, 370999505002024, 370999505001037, 370999505001030"
370999503001014,"370999503001025, 370999503001008, 370999503001002, 370999503001029, 370999503001027"
370999402002057,"370999402002056, 370999402002038, 370999505003006, 370999402002058, 370999402002039, 370999402002040, 370999402002041"
370810156023010,"370810156023011, 370810156023041, 370810156023040, 370810156023039, 370810156023009, 371570416021021, 371570416021020, 371570416021017"
370999506005069,"370999506005068, 370999506005072, 370999506005066, 370999506005065"
370999509002073,"370999509002072, 370999509002071"
370999505002008,370999505002003
370999505003015,"370999505003013, 370999505003017, 370999505003012, 370999505003009"
370999502002021,"370879208002047, 370879208002046, 370999502002020, 370879208002041"
371139702003077,"371139702003076, 371139702003079, 371139702003006"
370999507002038,"370999507002037, 370999507002141, 370999507002035"
370810163062041,"370810163061034, 370810163062019"
370999503003037,"370999503003005, 370999503003006, 370999503003007, 370999503003036, 370999503003003, 370999503003008, 370999503003000"
371139705012053,"371139705012056, 371139705012052"
371139704001068,"371139704001046, 371139704001020, 371139704001047, 371139704001048, 371139704001000"
371590510013027,"371590510013028, 371590510013029, 371590510013025, 371590510013026, 371590510012054, 371590510012056, 371590510012053"
371139703031000,"371139703031030, 371139703031026, 371139701002083, 371139703031005, 371139701002082, 371139703031004, 371139703031001, 371139701002077, 371139702001017, 371139701002079, 371139702001016"
371139702003034,"371139707005021, 371139702003084, 371139702003078, 371139702003040, 371139702003035, 371139702003006"
371139707005023,"371139707005022, 371139707005027, 371139707005026"
371139701002087,"371139701002089, 371139701002090, 371139701002085, 371139701002086"
371139707004033,"371139707005028, 371139707005037, 371139707004031, 371139707005007"
371139701001000,"371139701001028, 371139701001036, 371139701001001, 371139701001002, 371139701001031, 370999505002027, 371139701001003, 371739603021132, 370999505002003, 371739603022029"
370010206013028,"370010207012005, 370010207012004, 370010206013029, 370010206013000"
371139705012022,"371139705012018, 371139705012024, 371139705012097, 371139705012019, 371139705012021, 371139705012004"
371139702001016,"371139703031000, 371139702001024, 371139703031001, 371139702001025, 371139702001020, 371139702001017, 371139702001010, 371139702001019, 371139702001014, 371139702001009, 371139702001018, 371139702001011, 371139702001000"
371139705011016,"371139705011015, 371139705021043, 371139705011017, 371139705011000, 371139705021051, 371139705011001, 371139705011002"
371139702002110,"371139702002111, 370759203004003, 371139702002106, 370759203004000, 371139702002090, 371139702002072, 370759202002003, 371139702002071, 370759202002002"
371190058473015,"371190058473010, 371190058473009"
371139702002151,"371139702003008, 371139702003075, 371139702001110, 371139702001109, 371139702001100, 371139702002012"
371139706004039,"371139706004035, 371139706004034"
371139702001002,"371139702001000, 371139702001004, 371139702001034, 371139702001003, 371139701001110, 371139701001111, 371139701001056, 371139702001039, 371139701001122"
371139702001012,"371139702001009, 371139702001013, 371139702001015, 371139702001005"
370999503004051,"370999505001000, 370999504003029, 370999503004052, 370999504003028, 370999503004049, 370999505003053, 370999503004053, 370999503004048"
371139702002077,"371139702002102, 371139702002101, 371139702002051, 371139702002100, 371139702002078, 371139702002052, 371139702002080, 371139702002081, 371139702002054, 371139702002082, 371139702002083, 371139702002079, 371139702002149, 371139702002075, 371139702002074, 371139702002065"
371139706003008,"371139704002054, 371139706003009, 371139704002073, 371139704002037, 371139704002075, 371139706003000, 371139704002074, 371139704002032"
371139706004028,"371139706004064, 371139706004026, 371139706004031, 371139706004051, 371139706004008"
370999505002016,"370999505002003, 370999505003062"
371139706004086,"371139706004082, 371139706004087, 371139706004071, 371139706004075, 371139706004072, 371139706004076, 371139706004014, 371139706004083, 371139706004085"
371139706004054,"371139706004029, 371139706004024, 371139706004051, 371139706004022, 371139706004052, 371139706004008"
370999506005056,"370999506005057, 370999506005065, 370999506005054"
371139707001022,"371139707001039, 371139707001040, 371139707001038, 371139707001029, 371139707001021, 371139707001023, 371139707001008"
371139705012001,"371139705012026, 371139705012025, 371139705012038, 371139705012000"
370999509001069,"370999509002038, 370999509002037, 370999509001068, 370999509001040"
370999503004045,"370999503004041, 370999503004043, 370999503004044"
370999508002112,"370999508002106, 370999508002104, 370999508002006"
370999503002024,"370999503002033, 370999503002034, 370999503002035, 370999503002022"
371139702002015,"371139702002012, 371139702002014, 371139702002150"
370999506005055,"370999506005054, 370999506005052"
371139705011001,"371139705011016, 371139705011000"
371239601021022,"371239601021018, 371239601023084, 371239601021030, 371239601021023"
370999504003021,"370999504003032, 370999504003022, 370999504003024, 370999504003018, 370999504003019, 370999504003023, 370999504003015, 370999504003016"
370999509001058,"370999509001059, 370999509001054, 370999509001045, 370999509001055, 370999509001057"
370510015001064,"370510015001061, 370510015001062, 370510015001065, 370510015001055"
370270309001032,"370270309001100, 370270309001089, 370270309001088, 370270309001098, 370270309001031"
370370206004025,"370370206004059, 370370206004026, 370370206004022"
370999506004024,"370999506004021, 370999506004036, 370999506004012, 370999506004023, 370999506004035"
370999508002005,370999508002003
370999509001055,"370999509001059, 370999509001054, 370999509001058, 370999509001057, 370999509001049, 370999509001056, 370999509001046, 370999509001047"
370999503001037,"370999503001034, 370999503001033, 370999503001038, 370999503001025, 370999503001026, 370999503001032, 370999503001027"
371190040004033,"371190040004034, 371190040003007, 371190040004035, 371190040004032"
370999503004070,"370999503004071, 370999503004027, 370999503004069, 370999505003038, 370999503004072, 370999503004026, 370999503004031, 370999505003026, 370999503004073"
370010219023004,"370010219023029, 370010219023017, 370010219023018, 370010219023030, 370010219023016, 370010219023024, 370010219023025, 370010219023003, 370010219021019, 370010219022015, 370010219023015, 370010219023011, 370010219023005, 370010219021003, 370010219021012"
370999504002054,"370999506003007, 370999506001000, 370999504001056, 370999504001026, 370999504001031, 370999504002053, 370999504002051, 370999504002046"
370999506004023,"370999506005039, 370999506004036, 370999506004012, 370999506004024"
371190056261002,"371190019222012, 371190056271010, 371190056271001, 371190019221000, 371190019222013, 371190056271000, 371190056261006, 371190056261019, 371190056261003, 371190056261014, 371190056261017, 371190056261010, 371190056261009, 371190056261007, 371190056261005, 371190056261004, 371190056261012, 371190056171005, 371190056261008, 371190056261000, 371190056261001, 371190056172001, 371190056191008, 371190056191007"
371190038021011,"371190037022015, 371190038021010, 371190037022014, 371190038021012, 371190038021004, 371190038021001, 371190038021002"
370999507002031,"370999507002029, 370999507002008, 370999507002022"
370999508001066,"370999508001072, 370999508001068, 370999508001065"
370999507001038,370999507001037
370999507002078,"370999507002082, 370999507002083, 370999507002079, 370999507002040, 370999507002073, 370999507002035"
370670040122012,"370670040122014, 370670040122013, 370670040122009, 370670040122010, 370670040124005, 370670040124007"
370810105002001,"370810105003001, 370810105003000, 370810105001003, 370810105002002, 370810105002000, 370810105001002, 370810105001018, 370810105001001"
370999506005022,"370999506005020, 370999506004012, 370999506005044, 370999506004034"
370810164062026,"370810164062028, 370810164062037, 370810164062027, 370810164062025, 370810164062013, 370810164062011"
370810168002011,"370810168002029, 370810168002021, 370810168002030, 370810168002008, 370810168002007, 370810168002012, 370810168002010, 370810168002015, 370810168002013"
370710328013002,"370710328013004, 370710328013003, 370710327043005, 370710328013000"
370999503001025,"370999503001034, 370999503001033, 370999503001038, 370999503001037, 370999503001026, 370999503001014, 370999503001002, 370999503001029, 370999503001027"
370999509002090,"371139705021038, 370999509002108, 371139705021027, 370999509002088"
370670020011010,"370670020022005, 370670020012035, 370670020012031, 370670020022006, 370670020011011, 370670020022007, 370670020011009, 370670020022008, 370670020011008"
370999508001037,"370999508001013, 370999508001036, 370999508001038, 370999506005034, 370999506005035"
370999506005005,"370999506005077, 370999506005019, 370999506005004, 370999506005076, 370999506005006, 370999506005001"
371139701001072,"371139701001073, 371139701001125, 371139701001070, 371139701001063, 371139701001071, 371139701001069"
370610907032033,"370610907031041, 370610907053000, 370610907031038, 370610907052002, 370610907052000, 370610907032031, 370610907032034, 370610907032009"
371139702001090,"371139702001088, 371139702001089, 371139702001031, 371139702001009"
371139707005032,"371139707005028, 371139707005034"
370999509001050,"370999509001047, 370999509001048"
370999402003006,"370999402003016, 370999402004039, 370999402003007, 370999402001038, 370999402003004"
370999505001027,"370999505001035, 370999505003063, 370999505001029, 370999505001028, 370999505003064, 370999505001025, 370999505003067, 370999505001026, 370999505003062"
370999507001008,"370999507001006, 370999507001000"
370999506001020,"370999506001019, 370999506001023, 370999506001022"
370999506005059,"370999506005063, 370999506005060, 370999506005058, 370999506005050, 370999506005052, 370999506005051"
370999507002042,"370999507002070, 370999507002077, 370999507002041"
370999504001031,"370999504002054, 370999504001026, 370999504002053, 370999504002046, 370999504001027, 370999504001021"
370999506005002,"370999507002029, 370999506005001, 370999507001013"
370999508001020,"370999507002080, 370999508001019, 370999507002142, 370999508001018, 370999508001021, 370999507002081, 370999508001002"
370999503001009,"370999503001002, 370999503001015"
370999506003015,"370999506003018, 370999506003014, 370999506003017"
370810144122014,"370810144061011, 370810144122010, 370810144122009, 370810144122008"
370999506002007,"370999506002006, 370999506004005, 370999506002008, 370999506004000, 370999506001032, 370999506003013, 370999506003012"
370999505001010,"370999505001020, 370999505001019, 370999505001025, 370999505001026, 370999505001011, 370999505001009, 370999505001006, 370999505001004"
370999503002046,"370999503002045, 370999503002043, 370999503002044"
370999508002028,"371139704002086, 370999508002025, 371139704002096, 370999508002023, 370999508002024"
370650215002027,"370650215002035, 370650215002011, 370650215002026, 370650215002028, 370650215002013, 370650215002012"
371419203002036,"371419204021002, 371419204021000, 371419204021005, 371419203002037, 371419203002034, 371419203002038, 371419203002033"
371559619003005,"371559619003018, 371559619003020, 371559619003021, 371559619003004, 371559619003023, 371559619003003, 371559619003022"
371559617004004,"371559617004006, 371559617004005, 371559617004003, 371559617003012, 371559617001051, 371559617001052"
370999505003041,"370999505003040, 370999505003053, 370999505003052, 370999505003054, 370999505003038, 370999505003039"
370999509002049,"370999509002048, 370999509002084"
370479310003047,"370479310003062, 370479310003046, 370479310003045, 370479310003063, 370479310003048, 370479310003038, 370479310003034"
371139702002004,"371139702002000, 371139702002055, 371139702002056, 371139702002057, 371139702002007, 371139702002006, 371139702002005, 371739603012044"
371899201002063,"371899201003004, 371899201003006, 371899201002067, 371899201002025, 371899201002035, 371899201002061, 371899201002034"
370999503003043,"370999503003038, 370999503003044, 370999503003042, 370999503003041"
370999508002114,"370999508002113, 370999508001071, 370999508002116, 370999508001072"
370999508002056,"370999508002060, 370999508002067, 370999508002057, 370999508002004"
370999502001011,"370999502001010, 370999502001068"
371139702001060,"371139702001048, 371139702001049, 371139702001052, 371139702001042"
370670010003013,"370670010003015, 370670010003014, 370670010003016, 370670019022001, 370670009001010, 370670010003012, 370670009001009, 370670010002001, 370670010002000, 370670009001008"
371259506034012,"371259503051014, 371259503051012, 371259503051007, 371259506034013, 371259506034011, 371259504041040, 371259504041039"
370999503004040,"370999503004056, 370999503004041, 370999503004039, 370999503004021, 370999503004025, 370999503004019, 370999503004018"
370999506005074,"370999506005049, 370999506005037, 370999506005038, 370999506005039"
371139702002010,"371139702002055, 371139702002059, 371139702002007, 371139702002009, 371739603012044"
370999504001045,"370999504001051, 370999504001046, 370999504001044, 370999504001050, 370999504001049, 370999504001053, 370999504001019"
371139702002064,"371139702002074, 371139702002065, 371139702002062, 371139702002063, 371739603012043, 371739603012044"
370510033162010,"370519801001049, 370510033162019, 370510033162018, 370510033162008, 370519801001041, 370519801001042, 370510033162007, 370510033162011, 370510033162002"
370650208001007,"370650208001009, 370650208001010, 370650208001008, 370650208001006, 370650208001000"
371139702003084,"371139707005022, 371139707005021, 371139702003085, 371139702003034, 371139702003078, 371139702003076, 371139702003006"
371399607011005,"371399607011003, 371399607011001"
371139704001008,"371139704002032, 371139704002047, 371139704002121, 371139704002120, 371139704002012, 371139704001000"
370999502001055,"370999502001053, 370999502001054"
371139703021062,"371139703021061, 371139703023011, 371139703021029, 371139703023010, 371139703021065, 371139703021024, 371139703021063, 371139703021013"
370999402002007,"370999402002005, 370999402002008, 370999402002059, 370999402002011, 370999402002006, 370999402003011, 371739401001068, 371739401001062"
370999508002069,"370999508002067, 370999508002062"
370999502002040,"370999503002041, 370999502002034, 370999503002034, 370999502002038, 370999502002039, 370999503002026"
371190059081031,"371190059242004, 371190059242010, 371190059081028, 371190059081027, 371190059081026, 371190059081004"
370999502001033,"370999502001028, 370999502001037, 370999502001038, 370999502001039, 370999502001067, 370999502001032, 370999502001034, 370999502001021"
370670030041058,"370670030031064, 370670030041059, 370670030031063, 370670030041057, 370670030031054, 370670030031055, 370670030041055"
370670040072035,"370670040072034, 370670040074034"
370670036003008,"370670036003007, 370670036003005"
370670033122008,"370670033122000, 370670033122027, 370670033122006"
370999402002002,"371739401002031, 371739401002030, 371739401002001, 370999402002001, 370999402002060, 371739401002000"
370999508002011,370999508002010
371139707001069,"371139707002001, 371139707001070, 371139707001041, 371139707001043, 371139707001042"
370510027021014,"370510027012045, 370510028011000, 370510027021008, 370510027021013, 370510027012036, 370510027022008"
371139705011032,"371139705011031, 371139705011011"
370999503003023,"370999503003024, 370999503003025, 370999503003022, 370999503003014, 370999503003011"
370999505002025,"370999505002024, 370999505001037, 370999505001035"
370999504001029,"370999504001021, 370999504001038, 370999504002003, 370999504001058, 370999504001037"
370999402003009,370999402003007
370999504001017,"370999507001009, 370999504001018, 370999504001016, 370999507001043, 370999507001045, 370999507001005"
371070111004073,"371070111004072, 371070111004066, 371070111004074, 371070111004075"
370119302001085,"370119302003098, 370119302002025, 370119302002024, 370119302001099, 370119302001090, 370119302003004, 370119302001088, 370119302001084, 370119302003000, 370119302003006, 370119302001101, 370119302001086, 370119302001064, 370119302001087, 370119302001089, 370119302001091, 370119302001062, 370119302001048, 370119302001063, 370119302001052"
370999507001010,"370999507001009, 370999507001042, 370999507001011, 370999507001043, 370999507001003"
370999504002010,"370999504002008, 370999504002007, 370999504002006"
370999503004023,"370999503004025, 370999503004047, 370999503004046, 370999503004018"
370710313042010,"370710313032005, 370710313042012, 370710313042015, 370710313032000, 370710313042016, 370710313042017, 370710313042011, 370710313041042, 370710313042009, 370710313042004, 370710313031016"
370999507001011,"370999507001009, 370999507001001, 370999507001010, 370999507001042, 370999507001002, 370999507001003"
371559619005025,"371559619005026, 371559619005054, 371559619005023"
371070101003018,"371070101003033, 371070101003034, 371070101003022, 371070101003021, 371070101003019, 371070101003016, 371070101002042, 371070101003020, 371070101003017, 371070101002043, 371070101003014, 371070101003015"
370999507002092,"370999507002091, 370999507002139, 370999507002143, 370999507002132, 370999507002099, 370999507002100, 370999507002093, 370999507002133, 370999507002095, 370999507002138, 370999507002094, 370999507002059, 370999507002061"
370119302001038,"370119301001031, 370119302001096, 370119302001095, 370119302001039, 370119302001009, 370119301001063"
370119301003042,"370119301002000, 371899210001003, 370119301002001, 370119301003012"
370250408002001,"370250408002038, 370250408002040, 370250408002023, 370250408002002, 370250408002000"
370999509002033,370999509002030
370999504002009,"370999504002008, 370999504002019, 370999504002003"
370999509002028,370999509002025
370999402003010,"370999402003013, 370999402003007, 370999402003012, 370999402003011, 370999402003000"
370710319021005,"370710319021007, 370710319022019, 370710319021006, 370710319021004"
371190055291013,"371190055291012, 371190055291014, 371190055291009"
370999505001055,370999505001043
370999509001087,"370999509001085, 370999509001086, 370999509001083"
370999402002042,"370999402002040, 370999402002041, 370999402002050, 370999402002051, 370999402002043"
370999506001032,"370999506004001, 370999506004000, 370999506002007, 370999506001033, 370999506001014, 370999506003013, 370999506001013, 370999506003008"
370999504002045,"370999504002044, 370999504002046, 370999504002048, 370999504002036, 370999504002035"
370650204002003,"370650204002006, 370650204002007, 370650204002008, 370650204002009, 370650204002002"
370630017053001,"370630017053004, 370630017053005, 370630017053006, 370630017053007, 370630017053002, 370630017101010, 370630017053000"
370630018101013,"370630018082020, 370630018082022, 370630018082009, 370630018103005, 370630018101008, 370630018103000"
371139702002111,"370759203004007, 371139702002112, 370759203004011, 370759203004003, 371139702002106, 370759203004000, 371139702002110"
371139702002009,"371139702002007, 371139702002010, 371139702002008, 371739603012044"
370630017111001,"370630017113000, 370630017124001, 370630017124005, 370630017124000, 370630017111003, 370630017124006, 370630017111002, 370630017111000"
370999502001023,"370999502001024, 370999502001014, 370999502002023, 370999502001022, 370999502001009"
371139702002137,"371139702002044, 371139702002023, 371139702002046, 371139702002024, 371139702002047, 371139702002001, 371139702002002, 371139702002000"
371139701002059,"371139701002058, 371139702001019, 371139701002056, 371139701002055"
370630020382032,"370630020382022, 370630020382023, 370630020382036, 370639801001002, 370630020382033, 370630020382030, 370630020382029"
370999503004064,"370999503004063, 370999503004066, 370999503004065, 370999503004062"
371879502011038,"371879502012010, 371879502012009, 371879502011024, 371879502011016"
371899207021032,"371939609021006, 371939609021003, 371899207021031, 371939609021005, 371899207021034, 371899207021033, 371939609012032"
370999509002063,370999509002048
370999504003007,"370999504003005, 370999504003037, 370999504003017, 370999504003018, 370999504003009, 370999504003010, 370999504003019, 370999504003014, 370999504003013, 370999504003020, 370999504003008, 370999504003015, 370999504003012, 370999503003048, 370999504003006, 370999504003035, 370999504003011, 370999503003031, 370999503003032"
370999507002134,"370999507002133, 370999507002067, 370999507002072, 370999507002068, 370999507002061, 370999507002069, 370999507002065, 370999507002066, 370999507002062"
371539703003013,"371539703003016, 371539703003042, 371539703003014, 371539703003008, 371539703003010, 371539703003009"
371950015021027,"371950015021023, 371950015021022, 371950015021026, 371950015021006, 371950015021005"
370999507002122,"370999509001012, 370999509001014, 370999507002121"
370670028012014,370670028012007
371010410014005,"371010410015005, 371010410014000"
370999507002040,"370999507002078, 370999507002039, 370999507002073, 370999507002075, 370999507002035"
370999508001064,370999508001063
370999503001000,"370999504001004, 370999503001002, 370999503001001, 370999503001016, 370999503002045, 370999503002036"
370999505003044,"370999505003043, 370999505003028"
370059503001072,"370059503001088, 370059503001071, 370059503001087, 370059503001074, 370059503001073, 370059503001014, 370059503001015"
370999506002013,"370999506005020, 370999506005010, 370999506005011, 370999506002014, 370999507001046, 370999506002000"
370999503002045,"370999503001000, 370999503001001, 370999503001016, 370999503002046, 370999503002036, 370999503002043, 370999503002044, 370999503002031"
370999508002036,"370999508002023, 370999508002097, 370999508002098, 370999508002035, 370999508002017, 370999508002034, 370999508002015, 370999508002016"
370710332031014,"370710332031021, 370710332031022, 370710332031013, 370710332031015, 370710332031010, 370710332031016, 370710332031017, 370710332031018"
371139706004063,"371139706004058, 371139706004057, 371139706004064, 371139706004049, 371139706004059, 371139706004050, 371139706004051"
370899311001061,"370899312002000, 370899312001008, 370899312001007, 370899312001006, 370899311002050, 370899311001058, 370899311001060, 370899311002043, 370899311001059"
370999503001010,"370999503001002, 370999503001003, 370999503001021, 370999503001016, 370999503001022"
371910013011029,"371910013013006, 371910013012025, 371910013011033, 371910013011032, 371910013011031, 371910013011037, 371910013011035, 371910013011030, 371910013011021"
370999504002028,"370999504002033, 370999504002032, 370999504002031, 370999504002034, 370999504002029, 370999504002025, 370999504002024"
370999508002021,"370999508002029, 370999508002020, 370999508002023, 370999508002022"
371590504002025,"371590503001018, 371590503001013, 371590504002026, 371590503001012, 371590504002023, 371590504002024, 371590504002014"
370899311002037,"370899311002048, 370899311002047, 370899311002036, 370899311002038, 370899311002028, 370899311002004, 370899311002032, 370899311002003"
370899309001024,"370899309001028, 370899309001043, 370899309001041, 370899309001042, 370899309001038, 370899309001033, 370899309001032, 370899309001026, 370899309001023, 370899309001019, 370899309001025, 370899309001018"
370999504002032,"370999506001000, 370999504002052, 370999504002044, 370999504002033, 370999505001012, 370999504002031, 370999504002029, 370999504002028"
370999505003020,"370999505003021, 370999505003019, 370999505003004, 370999505003018"
370999507001039,"370999506003020, 370999507001033, 370999506003000, 370999507001040, 370999504001044, 370999507001034, 370999504001019"
370999503001038,"370999503001033, 370999503001037, 370999503001025"
370999509001067,"370999509002043, 370999509001066"
370999503003042,"370999503003038, 370999503003033, 370999503003044, 370999503003043, 370999503003034, 370999503003041, 370999503003005, 370999503003016, 370999503003006"
370999508002088,"370999508002095, 370999508002087, 370999508002093, 370999508002086"
371330002071007,"370610905033001, 371330002062004, 370610905033028, 370610905033027, 371330002071006"
371499202013027,"371499202011011, 371499202011012, 371499202011000, 371499202013036, 371499202021012, 371499202013043, 371499202013028, 371499202022024, 371499202013044, 371499202013037, 371499202013026, 371499202013010, 371499202013029, 371499202013004, 371499202013012"
370999508002092,"370999508002093, 370999508002090, 370999509001054"
370999509002111,"370999509002061, 370999509002085"
370999402001036,"370999402004023, 370999402004022, 370999402001033, 370999402001034"
370999502002039,"370999502002040, 370999502002038, 370999503002026"
370999507002142,"370999508001022, 370999507002082, 370999508001020, 370999507002080, 370999508001019, 370999507002079"
371650106011007,"371650106011006, 371650106021051"
370999402004020,"370999402004008, 370999402004024, 370999402004016, 370999402004021, 370999402004009, 370999402004002"
370999509002022,"370999509002007, 371759606011041, 371759606011030, 370999509002003, 370999509002005, 370999509002002"
370999505002037,"370999505002028, 370999505001050, 370999505002038, 370999505001034, 370999505002024"
370999503002035,"370999503002033, 370999503002024, 370999503002034, 370999503002027, 370999503002026, 370999503002022"
370999508001069,"370999508001063, 370999508001033, 370999508001078, 370999508001065, 370999508001070, 370999508001058, 370999508001057"
371950001002002,"371950001002003, 371950001002010, 371950001002009, 371950001002001, 371950001002000"
371070106002024,"371070106002035, 371070106002034, 371070106002025, 371070106003029, 371070106002019, 371070106002020"
370999402002049,"370999402002038, 370999402002048, 370999402002039, 370999402002028"
370999509002097,"370999509002095, 370999509002099, 370999509002096, 370999509002102, 371139705021049, 371139705021042, 371139705021043, 370999509002098, 370999509002093, 370999509002091"
370999509001075,"370999509001073, 370999509001002, 370999509001004, 370999509001003"
370999503003015,"370999503003017, 370999503003019, 370999503003018, 370999503003016, 370999503003006, 370999503003007, 370999503003009"
370999505003019,"370999505003021, 370999505003024, 370999505003025, 370999505003020, 370999505003004"
371470020024083,"371470008003000, 371470020041012, 371470020024084, 371470020024081"
370999506004010,"370999506004013, 370999506004032, 370999506004029, 370999506004011, 370999506004009, 370999506004007"
